Id	SCANC_S_Iso_SRR17648045	SCANC_S_Iso_SRR17648047	SCANC_S_Iso_SRR17648051	SCANC_S_Iso_SRR17648053	SCANC_S_Iso_SRR17648055	SCANC_G_Crd_SRR17648043	SCANC_G_Crd_SRR17648049	SCANC_G_Crd_SRR17648057	SCANC_G_Crd_SRR17648059	SCANC_G_Crd_SRR17648061	norm.SCANC_S_Iso_SRR17648045	norm.SCANC_S_Iso_SRR17648047	norm.SCANC_S_Iso_SRR17648051	norm.SCANC_S_Iso_SRR17648053	norm.SCANC_S_Iso_SRR17648055	norm.SCANC_G_Crd_SRR17648043	norm.SCANC_G_Crd_SRR17648049	norm.SCANC_G_Crd_SRR17648057	norm.SCANC_G_Crd_SRR17648059	norm.SCANC_G_Crd_SRR17648061	baseMean	Isolated	Crowded	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
LOC126355929	1369	220	156	1374	972	163	132	99	37	109	1317	207	175	1220	1200	112	108	97	53	115	460.35	824	97	0.136	-2.882	-5.91	3.41304089884931e-09	7.51914929635205e-07	0.4312	0.0607	0.3214	0.3214	TRUE	0.0436
LOC126356020	20	38	22	29	25	8	11	6	4	6	19	36	25	26	31	5	9	6	6	6	16.86	27	6	0.264	-1.921	-5.412	6.23132268410389e-08	8.73773515003236e-06	0	0.335	0.0818	0.0818	TRUE	0.1057
LOC126356041	30	80	19	25	41	15	17	10	5	5	29	75	21	22	51	10	14	10	7	5	24.46	40	9	0.294	-1.765	-4.376	1.20817870336318e-05	0.000565154551686224	0.1923	0.2466	0.2041	0.2041	TRUE	0.2206
LOC126356230	150	54	78	157	155	317	492	242	210	416	144	51	87	139	191	217	402	236	302	441	221.13	122	320	2.074	1.052	4.039	5.35998875052698e-05	0.00177268974197211	0.1559	0.072	0.1351	0.1351	TRUE	0.1816
LOC126356330	28	26	27	48	27	125	201	428	26	57	27	24	30	43	33	86	164	418	37	60	92.29	31	153	3.612	1.853	4.095	4.21756466987311e-05	0.00148091814462202	0.4455	0.1023	0.3532	0.3532	TRUE	0.6471
LOC126356345	84	90	96	28	18	2	20	0	4	4	81	85	107	25	22	1	16	0	6	4	34.77	64	5	0.122	-3.035	-4.677	2.9049338578912e-06	0.000195460549580965	0.8061	0.1884	0.5855	0.5855	TRUE	0.3146
LOC126356349	116	89	241	61	49	4	70	16	11	11	112	84	270	54	60	3	57	16	16	12	68.28	116	21	0.285	-1.813	-3.787	0.000152363219657113	0.00385040590071397	0.6402	0.1206	0.4895	0.4895	TRUE	1.53
LOC126356359	46	69	111	13	31	1	5	1	1	2	44	65	124	12	38	1	4	1	1	2	29.25	57	2	0.049	-4.349	-6.608	3.90573883695071e-11	1.44185099388945e-08	0.4759	0.2144	0.3996	0.3996	TRUE	0.1747
LOC126356361	3	6	4	10	5	0	1	0	1	0	3	6	4	9	6	0	1	0	1	0	3.03	6	0	0.286	-1.805	-3.415	0.000637953674474775	0.0111715503072448	0	1.6347	0.4481	0.4481	TRUE	0.2711
LOC126358175	98	116	94	40	11	9	31	6	13	1	94	109	105	36	14	6	25	6	19	1	41.48	72	11	0.258	-1.953	-3.818	0.000134801478396047	0.00348330505687798	0.6867	0.166	0.5298	0.5298	TRUE	0.1871
LOC126359007	51	53	129	20	116	10	4	1	0	2	49	50	144	18	143	7	3	1	0	2	41.75	81	3	0.051	-4.283	-6.649	2.95886810085197e-11	1.12264387193159e-08	0.609	0.1653	0.4547	0.4547	TRUE	0.1098
LOC126361083	10	32	19	10	48	3	2	5	3	2	10	30	21	9	59	2	2	5	4	2	14.41	26	3	0.151	-2.732	-4.569	4.90409100263889e-06	0.000293793767565985	0.3812	0.3835	0.3817	0.3817	TRUE	0.262
LOC126362339	76	225	79	82	83	25	39	8	8	19	73	211	88	73	102	17	32	8	11	20	63.68	109	18	0.178	-2.49	-6.108	1.00967994498996e-09	2.7731557937238e-07	0.2098	0.1257	0.1882	0.1882	TRUE	1.4392
LOC126365722	3	1	2	1	4	2	40	314	103	3	3	1	2	1	5	1	33	306	148	3	50.35	2	98	12.189	3.608	4.263	2.01753452790991e-05	0.000812905726156976	1.6954	0.1456	1.2231	1.6954	TRUE	0.1984
LOC126365811	204	428	392	324	210	152	264	63	98	72	196	402	439	288	259	104	216	61	141	76	218.29	317	120	0.482	-1.054	-3.987	6.6892982795965e-05	0.00209082666363864	0.1663	0.0722	0.1431	0.1431	TRUE	0.3113
LOC126365834	30	0	3	1	6	306	88	347	313	232	29	0	3	1	7	210	72	339	450	246	135.61	8	263	16.243	4.022	4.983	6.25765520853214e-07	5.81451105396874e-05	1.1537	0.0857	0.7029	1.1537	TRUE	0.6656
LOC126365952	71	86	1	59	61	1	1	0	0	1	68	81	1	52	75	1	1	0	0	1	28.05	55	1	0.026	-5.246	-5.954	2.61999165666805e-09	6.27832737516295e-07	0	0.2215	0.6685	0.6685	TRUE	0.3894
